# Gene Family	t0_1_merged_trimmed_Abundance-CPM	t0_2_merged_trimmed_Abundance-CPM	t0_3_merged_trimmed_Abundance-CPM	t1_1_merged_trimmed_Abundance-CPM	t1_2_merged_trimmed_Abundance-CPM	t1_3_merged_trimmed_Abundance-CPM	t2_1_merged_trimmed_Abundance-CPM	t2_2_merged_trimmed_Abundance-CPM	t2_3_merged_trimmed_Abundance-CPM	t3_1_merged_trimmed_Abundance-CPM	t3_2_merged_trimmed_Abundance-CPM	t3_3_merged_trimmed_Abundance-CPM	t4_1_merged_trimmed_Abundance-CPM	t4_2_merged_trimmed_Abundance-CPM	t4_3_merged_trimmed_Abundance-CPM	t5_1_merged_trimmed_Abundance-CPM	t5_2_merged_trimmed_Abundance-CPM	t5_3_merged_trimmed_Abundance-CPM	t6_1_merged_trimmed_Abundance-CPM	t6_2_merged_trimmed_Abundance-CPM	t6_3_merged_trimmed_Abundance-CPM
PF01283	0.7069177	0.81741	1.324786	1.0321019999999999	1.0188573	0.9294843	1.75558	1.592297	1.3208506999999998	1.5126523	2.676063	1.89218	4.7761	2.4560510000000004	2.736139	3.0529129999999998	2.7088840000000003	3.0044630000000003	3.752009	3.252579	3.988528
PF01284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199552	0.27375700000000003	0.304263	0.24316500000000002	0.423048	0.199486	0.1844007	0.0	0.7686984000000001	0.0	0.0	0.0	0.0	0.0
PF01285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141015	0.0	0.0	0.0	0.0	0.21542499999999998	0.0967713	0.0	0.139298	0.0	0.0	0.0	0.0	0.0
PF01287	0.80489	1.723155	1.0532274	3.897001	0.9991890000000001	4.449528	1.072949	2.1858734	2.504126	1.4505509	2.211475	2.856428	3.303717	2.9752180000000004	3.012718	3.3795870000000003	3.3530231	3.2054479999999996	3.3825380000000003	2.9090993000000003	3.0898649999999996
PF01288	77.9458682	82.59508669999998	77.01623769999999	76.14112780000004	79.10025340000001	75.45505940000002	86.17867740000001	88.33192759999993	87.2871824	88.94871349999998	81.05493730000002	81.73240600000007	82.67387320000003	80.91103669999997	81.45136289999995	88.03471039999998	77.3399768	73.04201529999995	73.58748100000008	73.44825239999994	69.6071172
PF01289	0.419434	0.4490128	0.3106758	0.0900006	0.0	0.0922203	0.0	0.166848	0.152541	0.121023	0.345512	0.0	0.245215	0.1357227	0.191132	0.584294	0.3372718	0.0	0.206087	0.0	0.289011
PF01292	121.00612279999999	125.53786040000003	132.32283729999995	171.20784989999999	156.36685060000008	165.38568150000006	132.3671944999999	162.01004829999997	150.34188579999986	154.50826669999998	130.4330854	129.8635844	119.2060589	128.7572705	125.94941879999998	123.77141410000003	119.41528000000005	126.02571939999996	126.36001610000005	120.07559419999993	133.24538450000006
PF01293	116.99182560000001	119.29513030000003	117.5520007	122.0975665	115.78645560000001	120.374507	118.818686	115.78851109999997	121.87999949999998	118.44545159999996	125.72894489999997	122.0360387	137.34999949999997	135.41471589999995	139.03055629999997	141.79895179999997	137.75714239999996	140.0376289	120.49912479999996	122.0768828	123.96597549999998
PF01294	0.0	0.125579	0.340022	0.248299	0.338655	0.0774091	0.0	0.12099	0.288967	0.0	0.35547	0.2450441	0.0	0.409723	0.26527239999999996	0.152815	0.757827	0.0952223	0.5904480000000001	0.2816286	0.536754
PF01295	0.0	0.0	0.0	9.9265601	1.86456518	5.9645958	0.0	0.09706	0.5468042000000001	0.0672649	0.0	0.269308	0.0	0.0	0.0	0.0679754	0.0	0.0775567	0.0	0.0	0.0
PF01297	85.4397606	84.6994227	83.20303269999998	100.51284430000008	81.49195110000002	97.26599290000004	73.54119809999999	80.06695970000001	89.15781950000003	79.82161780000001	82.3396837	81.61689269999997	71.58340490000002	83.58157380000007	82.25144229999992	79.7204506	78.97163950000001	86.35107080000002	92.805841	85.1290271000001	78.53376380000005
PF01300	115.42277820000002	132.99033430000003	121.46351149999992	136.33159279999998	129.2205739000001	134.20085810000003	113.4869389	145.7179205000002	135.89670400000006	136.51855960000003	127.49628300000002	125.00575579999996	125.75779680000002	133.5280063	130.85421240000014	122.06392479999994	124.15784320000002	125.94198579999996	123.6248312000001	112.38612960000003	112.9851074
PF01301	5.333063	6.1434684000000015	4.843491900000001	6.751591100000001	14.105273100000002	8.8144226	8.0661385	6.2368730999999995	5.987662300000001	5.169971099999999	8.5077763	6.5792812	4.2247246	9.044800799999996	5.806440900000002	5.876826	7.814656900000001	4.944914	4.446392800000001	5.046389000000001	4.0182381000000005
PF01302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116214	0.104215	0.0	0.0	0.154743	0.0	0.0	0.0	0.147532	0.0	0.136715	0.0	0.0	0.0
PF01306	2.5272529999999995	2.147602	2.3166170000000004	25.058622699999997	3.9345489999999996	15.183995500000002	1.9218812	2.2284592000000005	1.2103929999999998	2.2515214	1.6184547	1.71043	2.7586559999999998	2.21266	2.915834	4.430221999999999	2.9005475	3.7038759999999997	2.534564	2.913076	3.7904915
PF01308	0.0	0.0	0.0	0.0	0.157085	0.212999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100453	0.0	0.0	0.0	0.0	0.104169	0.129687
PF01311	20.0839891	21.577732999999995	20.413944699999995	45.078745200000014	38.92054979999998	35.99936760000001	28.447687200000004	35.24732169999999	32.039965200000005	35.41393899999999	30.33533720000001	31.008083300000006	19.1241638	27.070795899999993	24.4824093	25.169886199999997	25.3485431	21.927611099999996	16.3131241	15.7201272	16.5664572
PF01312	23.669676799999998	23.5482469	22.4591843	43.96682219999998	39.46156589999998	42.121424000000005	27.8536138	36.03421579999999	37.5633629	31.575886	29.946208099999993	31.163740800000006	22.49533680000001	27.538455399999993	28.5153803	19.535301200000003	23.386628299999998	24.4736792	19.240438500000007	17.125784299999992	18.332545099999997
PF01313	31.267816299999986	31.591259599999997	29.874880999999995	42.90005549999999	37.05788460000001	35.22240629999999	37.391040399999994	41.2567887	40.18032989999999	41.165575200000006	35.67880959999998	40.252674000000006	33.12515069999999	33.28853069999999	33.0935227	29.69504509999999	31.128535299999996	27.374289700000002	26.901726899999986	25.963340499999994	24.260394500000015
